employee_id,title,from_date,to_date
266394,Staff,1996-09-12,1998-03-13
266400,Senior Engineer,1999-09-26,1999-11-07
266402,Engineer,1996-04-12,9999-01-01
266423,Engineer,1997-12-01,2001-11-08
266424,Engineer,1997-06-26,2002-06-26
266424,Senior Engineer,2002-06-26,9999-01-01
266425,Senior Staff,1999-12-01,9999-01-01
266431,Senior Staff,1999-01-11,9999-01-01
266433,Senior Engineer,1999-04-26,9999-01-01
266434,Engineer,1996-02-15,9999-01-01
266435,Staff,1999-02-14,9999-01-01
266450,Senior Engineer,1995-01-11,9999-01-01
266451,Staff,1999-04-25,9999-01-01
266459,Assistant Engineer,1998-07-14,2001-07-29
266481,Staff,1998-12-09,9999-01-01
266482,Senior Staff,2001-03-01,2001-05-25
266482,Staff,1996-03-01,2001-03-01
266490,Senior Engineer,1995-08-08,9999-01-01
266491,Engineer,1999-02-14,9999-01-01
266492,Engineer,1995-10-28,9999-01-01
266495,Engineer,1998-04-23,9999-01-01
266516,Staff,1998-04-17,1998-12-20
266527,Technique Leader,1997-12-27,9999-01-01
266529,Engineer,1995-04-10,9999-01-01
266530,Senior Staff,2000-01-04,9999-01-01
266536,Engineer,1997-10-02,2000-04-02
266537,Senior Staff,2001-09-28,9999-01-01
266537,Staff,1995-09-29,2001-09-28
266538,Senior Staff,2002-07-31,9999-01-01
266538,Staff,1997-07-31,2002-07-31
266540,Senior Engineer,1996-08-25,9999-01-01
266551,Technique Leader,1999-05-22,9999-01-01
266555,Assistant Engineer,1995-01-10,9999-01-01
266556,Staff,2000-01-13,2002-06-12
266560,Senior Staff,2001-10-22,9999-01-01
266560,Staff,1994-10-22,2001-10-22
266567,Senior Engineer,1998-11-22,9999-01-01
266569,Staff,1999-12-10,9999-01-01
266575,Senior Staff,1994-12-01,9999-01-01
266576,Engineer,1998-07-13,9999-01-01
266577,Assistant Engineer,1995-01-02,2002-01-02
266577,Engineer,2002-01-02,9999-01-01
266586,Engineer,1997-11-14,9999-01-01
266590,Senior Staff,1999-04-20,9999-01-01
266594,Assistant Engineer,1999-07-16,9999-01-01
266600,Engineer,1995-04-13,2001-04-12
266600,Senior Engineer,2001-04-12,9999-01-01
266612,Senior Staff,2002-01-24,9999-01-01
266612,Staff,1994-01-24,2002-01-24
266617,Engineer,1998-02-06,9999-01-01
266622,Assistant Engineer,1999-07-04,1999-08-21
266626,Senior Engineer,1996-12-27,1997-11-29
266630,Engineer,1998-01-24,9999-01-01
266636,Assistant Engineer,1995-07-09,2002-07-16
266641,Engineer,1994-03-03,2001-03-03
266641,Senior Engineer,2001-03-03,9999-01-01
266650,Staff,1994-05-21,9999-01-01
266654,Engineer,1994-10-12,2000-10-11
266654,Senior Engineer,2000-10-11,9999-01-01
266663,Engineer,1997-01-03,9999-01-01
266676,Assistant Engineer,1993-12-09,1994-05-28
266678,Engineer,1999-06-18,2000-11-06
266685,Engineer,1997-07-19,9999-01-01
266694,Technique Leader,1997-08-31,2002-02-11
266695,Senior Staff,1994-12-24,9999-01-01
266701,Senior Staff,1996-04-19,9999-01-01
266703,Senior Staff,2000-05-13,9999-01-01
266703,Staff,1995-05-14,2000-05-13
266710,Engineer,1999-11-29,9999-01-01
266712,Staff,1996-09-17,9999-01-01
266720,Senior Staff,1996-10-03,9999-01-01
266721,Senior Staff,1999-01-08,9999-01-01
266726,Staff,1994-11-07,9999-01-01
266734,Engineer,1998-03-10,9999-01-01
266742,Engineer,1997-11-09,9999-01-01
266743,Senior Staff,1996-10-19,2002-04-03
266754,Staff,1998-06-03,9999-01-01
266761,Staff,1997-03-09,9999-01-01
266765,Staff,1998-11-05,9999-01-01
266770,Engineer,1995-10-07,9999-01-01
266772,Senior Staff,1997-06-19,9999-01-01
266792,Engineer,1997-07-04,2002-07-04
266792,Senior Engineer,2002-07-04,9999-01-01
266806,Staff,1998-04-28,9999-01-01
266808,Staff,1995-10-29,9999-01-01
266811,Engineer,1999-08-14,9999-01-01
266816,Senior Staff,2000-12-25,9999-01-01
266816,Staff,1995-12-26,2000-12-25
266820,Senior Engineer,1996-06-25,9999-01-01
266822,Senior Engineer,1998-02-26,9999-01-01
266842,Senior Engineer,1999-11-03,9999-01-01
266851,Senior Staff,1997-09-21,9999-01-01
266863,Staff,1996-08-15,9999-01-01
266872,Staff,1996-03-03,1996-10-02
266877,Staff,1999-06-27,9999-01-01
266880,Technique Leader,1997-03-27,9999-01-01
266884,Engineer,1996-07-06,1997-10-07
266889,Senior Staff,1995-04-01,2002-05-08
266899,Senior Staff,2001-10-21,9999-01-01
266899,Staff,1996-10-21,2001-10-21
266907,Senior Engineer,1999-04-16,2001-06-15
266910,Engineer,1999-12-04,9999-01-01
266911,Staff,1996-12-08,2000-06-05
266912,Engineer,1995-09-05,9999-01-01
266915,Senior Staff,1999-03-14,9999-01-01
266924,Senior Staff,1994-06-17,9999-01-01
266927,Staff,1996-11-09,9999-01-01
266937,Engineer,1999-09-02,9999-01-01
266940,Engineer,1998-02-17,2000-07-18
266943,Staff,1998-09-08,2000-06-07
266955,Staff,1997-11-27,2002-07-20
266972,Staff,1994-11-02,1996-01-26
266973,Senior Staff,1995-06-26,2001-11-18
266979,Staff,1997-11-23,9999-01-01
266983,Senior Staff,2000-05-27,9999-01-01
266983,Staff,1994-05-28,2000-05-27
266985,Engineer,1997-04-01,9999-01-01
266998,Engineer,1997-04-08,9999-01-01
267000,Senior Engineer,1997-10-18,9999-01-01
267001,Senior Engineer,1994-12-13,9999-01-01
267005,Senior Staff,1999-07-14,9999-01-01
267006,Engineer,1995-10-02,9999-01-01
267008,Senior Staff,1994-04-22,9999-01-01
267009,Assistant Engineer,1999-05-13,9999-01-01
267014,Engineer,1999-06-22,9999-01-01
267025,Engineer,1994-11-07,2001-11-07
267025,Senior Engineer,2001-11-07,9999-01-01
267038,Staff,1994-11-05,9999-01-01
267039,Senior Staff,1994-06-09,9999-01-01
267049,Engineer,1994-10-26,2001-10-26
267049,Senior Engineer,2001-10-26,9999-01-01
267052,Engineer,1996-12-03,9999-01-01
267058,Senior Engineer,1995-08-02,1999-11-03
267064,Senior Staff,2000-02-06,9999-01-01
267064,Staff,1994-02-06,2000-02-06
267065,Senior Engineer,1997-03-26,9999-01-01
267070,Senior Staff,1995-10-03,9999-01-01
267075,Assistant Engineer,1999-05-19,9999-01-01
267081,Senior Staff,1996-09-11,9999-01-01
267089,Staff,1994-08-26,1997-03-20
267091,Engineer,1997-09-24,9999-01-01
267106,Engineer,1997-02-14,2002-02-14
267106,Senior Engineer,2002-02-14,9999-01-01
267108,Staff,1998-10-01,9999-01-01
267111,Senior Engineer,1996-07-29,2002-05-07
267113,Engineer,1997-03-04,9999-01-01
267114,Engineer,1994-06-06,1999-06-06
267114,Senior Engineer,1999-06-06,9999-01-01
267120,Senior Staff,2002-05-11,9999-01-01
267120,Staff,1995-05-11,2002-05-11
267129,Engineer,1999-04-28,9999-01-01
267130,Assistant Engineer,1995-01-22,9999-01-01
267140,Engineer,1999-06-02,9999-01-01
267152,Staff,1996-07-09,9999-01-01
267153,Staff,1998-05-03,9999-01-01
267157,Technique Leader,1995-07-30,9999-01-01
267171,Technique Leader,1996-06-02,2000-01-19
267177,Engineer,1996-12-09,9999-01-01
267181,Staff,1997-11-25,9999-01-01
267182,Technique Leader,1998-11-10,9999-01-01
267192,Engineer,1996-07-18,9999-01-01
267196,Staff,1995-07-14,9999-01-01
267207,Engineer,1999-02-28,9999-01-01
267210,Senior Engineer,1999-06-03,9999-01-01
267214,Engineer,1998-02-04,9999-01-01
267260,Staff,1994-03-02,9999-01-01
267261,Senior Engineer,1997-04-12,9999-01-01
267268,Engineer,1996-12-06,9999-01-01
267277,Assistant Engineer,1997-02-01,9999-01-01
267286,Staff,1998-01-21,9999-01-01
267303,Engineer,1995-06-06,2002-06-06
267303,Senior Engineer,2002-06-06,9999-01-01
267304,Senior Staff,1994-06-27,9999-01-01
267306,Senior Engineer,1996-12-24,9999-01-01
267313,Engineer,1997-08-17,9999-01-01
267316,Senior Staff,1998-08-02,9999-01-01
267318,Engineer,1994-05-24,2000-10-01
267338,Staff,1996-11-23,9999-01-01
267352,Assistant Engineer,1997-04-13,9999-01-01
267355,Staff,1998-06-09,9999-01-01
267364,Staff,1999-06-28,9999-01-01
267369,Senior Engineer,1999-06-05,9999-01-01
267371,Engineer,1996-04-15,9999-01-01
267373,Engineer,1997-07-16,2001-03-17
267382,Assistant Engineer,1997-10-07,1999-08-23
267394,Engineer,1999-10-15,9999-01-01
267395,Technique Leader,1994-10-19,9999-01-01
267401,Staff,1999-10-07,9999-01-01
267414,Senior Staff,2002-03-24,9999-01-01
267414,Staff,1995-03-24,2002-03-24
267416,Engineer,1994-06-02,1996-07-19
267421,Technique Leader,1999-08-21,2001-07-16
267430,Senior Staff,1994-10-18,9999-01-01
267432,Staff,1999-07-18,2002-01-14
267435,Staff,1996-03-12,9999-01-01
267436,Staff,1998-12-14,9999-01-01
267437,Senior Engineer,1999-05-03,9999-01-01
267458,Engineer,1999-08-11,9999-01-01
267461,Senior Staff,1998-03-08,9999-01-01
267463,Engineer,1995-09-21,1996-02-09
267478,Engineer,1997-07-07,9999-01-01
267482,Senior Staff,2002-03-02,9999-01-01
267482,Staff,1996-03-02,2002-03-02
267487,Engineer,1998-08-09,9999-01-01
267489,Senior Staff,1995-01-12,9999-01-01
267494,Technique Leader,1994-07-23,9999-01-01
267502,Engineer,1996-01-18,1998-09-18
267513,Engineer,1997-07-05,9999-01-01
267514,Staff,1998-08-25,9999-01-01
267518,Senior Engineer,1996-07-10,9999-01-01
267521,Engineer,1996-09-13,9999-01-01
267525,Senior Staff,1995-10-15,9999-01-01
267537,Staff,1993-12-29,1996-11-07
267539,Engineer,1997-02-03,2002-02-03
267539,Senior Engineer,2002-02-03,9999-01-01
267557,Engineer,1999-02-13,9999-01-01
267562,Technique Leader,1997-01-07,9999-01-01
267563,Engineer,1997-03-20,1999-05-06
267564,Senior Engineer,1999-04-01,1999-06-08
267569,Engineer,1996-05-06,9999-01-01
267576,Senior Engineer,1997-04-21,1999-01-09
267612,Senior Staff,2002-02-25,9999-01-01
267612,Staff,1995-02-25,2002-02-25
267618,Staff,1995-02-07,1998-06-30
267623,Technique Leader,1996-07-02,9999-01-01
267628,Technique Leader,1997-08-13,9999-01-01
267646,Technique Leader,1996-02-13,9999-01-01
267652,Engineer,1999-04-23,9999-01-01
267657,Senior Staff,1994-01-17,9999-01-01
267668,Staff,1997-06-15,9999-01-01
267672,Engineer,1995-10-04,9999-01-01
267701,Senior Engineer,1998-09-18,9999-01-01
267705,Engineer,1994-10-20,9999-01-01
267708,Engineer,1996-02-18,9999-01-01
267712,Engineer,1997-12-07,1999-11-29
267726,Engineer,1998-11-10,9999-01-01
267728,Staff,1997-05-21,9999-01-01
267730,Staff,1998-03-09,9999-01-01
267731,Assistant Engineer,1994-09-26,2000-09-25
267731,Engineer,2000-09-25,2001-11-20
267733,Senior Staff,1999-02-14,9999-01-01
267751,Senior Engineer,1994-09-13,9999-01-01
267754,Staff,1998-05-09,9999-01-01
267766,Engineer,1999-04-03,9999-01-01
267776,Technique Leader,1994-04-01,9999-01-01
267777,Engineer,1994-08-25,2001-08-25
267777,Senior Engineer,2001-08-25,9999-01-01
267792,Staff,1998-05-27,9999-01-01
267795,Staff,1997-10-07,9999-01-01
267800,Staff,1998-08-24,2000-11-13
267805,Technique Leader,1999-04-13,9999-01-01
267812,Staff,1998-06-26,9999-01-01
267815,Engineer,1996-01-08,9999-01-01
267824,Engineer,1998-09-22,9999-01-01
267828,Senior Staff,1999-01-14,2002-06-08
267830,Senior Staff,2002-01-03,9999-01-01
267830,Staff,1995-01-03,2002-01-03
267835,Staff,1996-11-20,9999-01-01
267843,Staff,1997-01-09,9999-01-01
267845,Senior Staff,1993-12-26,1999-04-04
267856,Senior Staff,2000-08-23,9999-01-01
267856,Staff,1995-08-24,2000-08-23
267860,Engineer,1995-01-18,2002-01-18
267860,Senior Engineer,2002-01-18,9999-01-01
267866,Technique Leader,1996-03-28,9999-01-01
267875,Assistant Engineer,2000-01-15,9999-01-01
267879,Engineer,1997-10-03,9999-01-01
267885,Staff,1995-05-02,9999-01-01
267886,Staff,1999-10-20,2001-07-17
267895,Engineer,1994-08-30,9999-01-01
267902,Technique Leader,1997-08-01,9999-01-01
267907,Engineer,1996-07-27,2002-07-27
267907,Senior Engineer,2002-07-27,9999-01-01
267909,Engineer,1994-06-16,2001-06-16
267909,Senior Engineer,2001-06-16,9999-01-01
267917,Senior Engineer,1998-08-09,9999-01-01
267925,Engineer,1998-01-30,9999-01-01
267940,Staff,1997-03-19,9999-01-01
267951,Engineer,1999-09-04,2000-09-22
267956,Engineer,1997-02-01,9999-01-01
267965,Engineer,1999-01-20,9999-01-01
267972,Senior Engineer,1996-12-20,9999-01-01
267973,Staff,1997-11-21,9999-01-01
267976,Engineer,1995-01-09,2001-01-08
267976,Senior Engineer,2001-01-08,9999-01-01
267983,Engineer,1995-03-12,1999-02-28
267985,Senior Staff,1999-11-17,9999-01-01
267985,Staff,1994-11-17,1999-11-17
267995,Senior Staff,2000-11-14,9999-01-01
267995,Staff,1995-11-15,2000-11-14
267999,Staff,1999-01-16,9999-01-01
268000,Senior Engineer,1999-11-25,9999-01-01
268023,Engineer,1997-06-27,2002-06-27
268023,Senior Engineer,2002-06-27,9999-01-01
268025,Staff,1999-05-02,2001-09-13
268032,Engineer,1996-05-09,9999-01-01
268035,Engineer,1994-09-24,1996-03-31
268036,Engineer,1994-11-01,1999-11-01
268036,Senior Engineer,1999-11-01,9999-01-01
268058,Senior Staff,2001-10-08,9999-01-01
268058,Staff,1995-10-09,2001-10-08
268060,Senior Engineer,1998-02-11,9999-01-01
268073,Engineer,1994-11-17,9999-01-01
268076,Technique Leader,1996-08-02,9999-01-01
268077,Senior Engineer,1997-01-01,2000-04-14
268080,Senior Staff,1998-04-29,9999-01-01
268081,Staff,1997-01-02,1999-12-23
268082,Senior Staff,1999-08-26,9999-01-01
268082,Staff,1994-08-26,1999-08-26
268086,Assistant Engineer,1996-01-07,9999-01-01
268090,Staff,1998-10-05,9999-01-01
268091,Engineer,1999-06-01,9999-01-01
268094,Staff,1998-07-05,9999-01-01
268115,Staff,1995-08-11,9999-01-01
268117,Technique Leader,1997-10-18,9999-01-01
268118,Senior Engineer,1995-01-01,9999-01-01
268124,Engineer,1998-06-29,1998-09-20
268129,Engineer,1997-07-25,9999-01-01
268130,Technique Leader,1996-10-17,9999-01-01
268131,Engineer,1997-07-04,2000-08-27
268140,Senior Staff,1999-11-26,9999-01-01
268140,Staff,1994-11-26,1999-11-26
268145,Senior Engineer,1999-11-28,9999-01-01
268148,Staff,1999-06-14,9999-01-01
268149,Technique Leader,1999-05-18,9999-01-01
268151,Engineer,1995-01-18,2001-01-17
268151,Senior Engineer,2001-01-17,9999-01-01
268159,Engineer,1996-06-01,2001-06-01
268159,Senior Engineer,2001-06-01,9999-01-01
268160,Assistant Engineer,1997-08-23,9999-01-01
268166,Senior Staff,1999-05-17,9999-01-01
268167,Technique Leader,1994-08-05,9999-01-01
268185,Senior Engineer,1997-12-18,9999-01-01
268188,Engineer,1997-05-24,9999-01-01
268194,Senior Staff,1994-05-27,1994-06-29
268203,Engineer,1995-04-17,2001-04-16
268203,Senior Engineer,2001-04-16,9999-01-01
268220,Engineer,1995-10-21,2000-10-20
268220,Senior Engineer,2000-10-20,9999-01-01
268233,Senior Staff,2002-03-31,9999-01-01
268233,Staff,1996-03-31,2002-03-31
268234,Senior Staff,1995-02-06,9999-01-01
268237,Staff,1998-08-20,9999-01-01
268251,Senior Staff,2001-09-23,9999-01-01
268251,Staff,1996-09-23,2001-09-23
268258,Engineer,1996-09-02,2001-09-02
268258,Senior Engineer,2001-09-02,9999-01-01
268260,Staff,1998-09-18,9999-01-01
268267,Senior Staff,2001-08-24,9999-01-01
268267,Staff,1995-08-25,2001-08-24
268271,Engineer,1999-11-20,2001-03-18
268274,Staff,1999-06-11,2001-02-18
268287,Engineer,1996-03-12,1997-06-24
268293,Engineer,1994-07-13,2000-07-12
268293,Senior Engineer,2000-07-12,9999-01-01
268314,Senior Staff,1999-11-22,9999-01-01
268316,Senior Engineer,1995-10-15,9999-01-01
268318,Technique Leader,1996-03-29,9999-01-01
268321,Engineer,1999-10-27,9999-01-01
268327,Engineer,1997-04-30,9999-01-01
268343,Staff,1994-09-15,1998-07-06
268349,Assistant Engineer,1996-08-27,2001-08-27
268349,Engineer,2001-08-27,9999-01-01
268352,Senior Staff,1996-06-03,9999-01-01
268363,Engineer,1997-09-11,9999-01-01
268366,Engineer,1995-09-13,2001-09-12
268366,Senior Engineer,2001-09-12,9999-01-01
268367,Staff,1994-11-28,9999-01-01
268376,Senior Staff,2002-02-14,9999-01-01
268376,Staff,1996-02-15,2002-02-14
268384,Senior Staff,2000-01-15,9999-01-01
268395,Senior Engineer,1996-10-08,9999-01-01
268406,Engineer,1998-06-05,9999-01-01
268408,Senior Staff,2001-06-11,9999-01-01
268408,Staff,1995-06-12,2001-06-11
268414,Technique Leader,1994-05-05,1996-11-24
268418,Engineer,1994-03-13,1999-06-11
268421,Senior Staff,1999-03-04,9999-01-01
268421,Staff,1994-03-04,1999-03-04
268431,Engineer,1996-08-16,9999-01-01
268440,Senior Staff,1995-04-29,9999-01-01
268442,Engineer,1995-11-23,1997-02-28
268449,Senior Staff,1999-12-09,9999-01-01
268451,Engineer,2000-01-04,9999-01-01
268455,Senior Staff,2001-01-30,9999-01-01
268455,Staff,1994-01-30,2001-01-30
268464,Staff,1998-01-16,9999-01-01
268465,Staff,1997-10-23,9999-01-01
268470,Senior Engineer,1995-07-01,9999-01-01
268474,Senior Staff,1999-08-11,9999-01-01
268482,Staff,1997-03-12,9999-01-01
268487,Staff,1999-02-15,9999-01-01
268498,Staff,1997-11-15,9999-01-01
268499,Engineer,1995-11-28,9999-01-01
268503,Engineer,1995-02-18,9999-01-01
268509,Senior Engineer,1996-11-06,9999-01-01
268516,Engineer,1996-06-12,2002-06-12
268516,Senior Engineer,2002-06-12,9999-01-01
268517,Engineer,1999-11-28,9999-01-01
268518,Staff,1996-09-16,9999-01-01
268520,Staff,1996-05-30,1996-10-12
268535,Staff,1996-12-22,1997-08-24
268539,Engineer,1997-10-09,9999-01-01
268542,Engineer,1997-03-13,1998-04-09
268548,Staff,1998-07-21,9999-01-01
268552,Staff,1999-05-18,1999-07-09
268555,Engineer,1999-09-22,9999-01-01
268557,Assistant Engineer,1995-11-20,2001-11-19
268557,Engineer,2001-11-19,9999-01-01
268559,Engineer,1996-03-07,9999-01-01
268566,Staff,1997-04-04,9999-01-01
268571,Engineer,1999-12-24,9999-01-01
268578,Engineer,1994-10-07,1999-10-07
268578,Senior Engineer,1999-10-07,9999-01-01
268585,Engineer,1996-09-08,9999-01-01
268602,Engineer,1996-07-30,2002-07-30
268602,Senior Engineer,2002-07-30,9999-01-01
268610,Staff,1999-05-23,9999-01-01
268611,Technique Leader,2000-01-03,2001-03-08
268631,Assistant Engineer,1996-04-02,2002-04-02
268631,Engineer,2002-04-02,9999-01-01
268638,Staff,1999-06-04,9999-01-01
268642,Engineer,1994-04-11,1994-06-07
268650,Engineer,1994-01-14,9999-01-01
268662,Senior Engineer,1996-05-15,9999-01-01
268664,Senior Engineer,1997-12-27,9999-01-01
268674,Senior Staff,1999-04-19,9999-01-01
268674,Staff,1994-04-19,1999-04-19
268679,Engineer,1998-06-19,9999-01-01
268686,Senior Staff,2000-04-22,9999-01-01
268686,Staff,1994-04-23,2000-04-22
268692,Staff,1997-01-08,9999-01-01
268693,Assistant Engineer,1996-11-17,9999-01-01
268718,Engineer,1998-10-25,9999-01-01
268736,Assistant Engineer,1997-11-25,1997-12-29
268738,Staff,1994-02-19,2001-03-28
268746,Engineer,1996-02-09,2002-02-08
268746,Senior Engineer,2002-02-08,9999-01-01
268752,Staff,1998-04-09,9999-01-01
268753,Staff,1995-02-07,1995-04-25
268758,Engineer,1995-03-11,9999-01-01
268784,Staff,1994-12-04,9999-01-01
268795,Engineer,1996-03-03,1998-05-20
268801,Senior Engineer,1996-09-06,1997-12-01
268802,Engineer,1994-03-31,1999-03-31
268802,Senior Engineer,1999-03-31,9999-01-01
268804,Senior Staff,1999-07-12,9999-01-01
268808,Engineer,1995-10-06,2001-10-05
268808,Senior Engineer,2001-10-05,9999-01-01
268809,Assistant Engineer,1996-10-15,2001-10-15
268809,Engineer,2001-10-15,9999-01-01
268811,Senior Staff,2000-05-11,9999-01-01
268811,Staff,1994-05-12,2000-05-11
268816,Technique Leader,1998-05-23,1999-07-16
268828,Senior Staff,1999-04-19,9999-01-01
268833,Engineer,1995-12-22,2001-12-21
268833,Senior Engineer,2001-12-21,9999-01-01
268843,Senior Staff,2001-07-24,9999-01-01
268843,Staff,1996-07-24,2001-07-24
268850,Senior Staff,2002-04-11,9999-01-01
268850,Staff,1996-04-11,2002-04-11
268903,Engineer,1995-02-02,2001-02-01
268903,Senior Engineer,2001-02-01,9999-01-01
268915,Engineer,1999-07-08,9999-01-01
268917,Senior Staff,2001-04-16,9999-01-01
268917,Staff,1994-04-16,2001-04-16
268920,Senior Staff,2000-03-14,9999-01-01
268920,Staff,1994-03-15,2000-03-14
268921,Engineer,1997-11-15,2002-03-02
268929,Staff,1998-03-29,9999-01-01
268939,Senior Staff,1996-08-21,9999-01-01
268942,Engineer,1997-06-06,9999-01-01
268947,Engineer,1998-03-01,2000-05-16
268958,Staff,1998-06-12,9999-01-01
268970,Assistant Engineer,1996-08-06,9999-01-01
268973,Staff,1999-04-20,9999-01-01
268977,Assistant Engineer,1995-03-08,2002-03-08
268977,Engineer,2002-03-08,9999-01-01
268980,Senior Staff,1994-04-25,1994-07-04
268982,Senior Engineer,1995-08-16,9999-01-01
268988,Engineer,1997-10-19,9999-01-01
268995,Engineer,1994-08-05,1999-08-05
268995,Senior Engineer,1999-08-05,9999-01-01
269004,Staff,1999-02-05,9999-01-01
269010,Engineer,1997-10-31,9999-01-01
269013,Senior Engineer,1997-02-18,9999-01-01
269014,Staff,1995-07-13,9999-01-01
269026,Engineer,1994-02-10,1999-02-10
269026,Senior Engineer,1999-02-10,9999-01-01
269035,Engineer,2000-01-18,9999-01-01
269036,Senior Staff,2001-02-11,9999-01-01
269036,Staff,1995-02-12,2001-02-11
269037,Staff,1997-09-04,1998-11-30
269046,Staff,1998-03-12,9999-01-01
269047,Engineer,1995-10-15,1998-10-02
269051,Engineer,1994-12-07,2000-12-06
269051,Senior Engineer,2000-12-06,9999-01-01
269055,Staff,1997-08-16,9999-01-01
269057,Senior Engineer,1998-05-14,9999-01-01
269059,Staff,1996-07-23,9999-01-01
269060,Engineer,1998-04-20,1999-05-04
269062,Engineer,1997-05-07,9999-01-01
269074,Senior Staff,2002-01-21,9999-01-01
269074,Staff,1994-01-21,2002-01-21
269076,Staff,1997-04-30,2001-05-27
269087,Senior Staff,1996-09-26,2001-04-05
269091,Engineer,1994-01-25,1999-01-25
269091,Senior Engineer,1999-01-25,9999-01-01
269092,Staff,1997-01-08,9999-01-01
269097,Engineer,1996-06-26,9999-01-01
269101,Assistant Engineer,1996-09-02,9999-01-01
269106,Engineer,1996-01-27,2002-01-26
269106,Senior Engineer,2002-01-26,9999-01-01
269130,Engineer,1997-04-11,1997-04-26
269134,Senior Staff,2000-01-16,9999-01-01
269143,Senior Staff,2002-03-22,9999-01-01
269143,Staff,1996-03-22,2002-03-22
269144,Senior Engineer,1995-12-15,2001-02-18
269145,Engineer,1997-05-01,1998-11-09
269147,Senior Staff,1995-11-14,9999-01-01
269150,Engineer,1994-12-25,2000-08-09
269152,Assistant Engineer,1995-11-27,2001-11-26
269152,Engineer,2001-11-26,9999-01-01
269153,Senior Staff,2001-02-15,9999-01-01
269153,Staff,1996-02-16,2001-02-15
269163,Senior Engineer,1996-03-10,9999-01-01
269171,Senior Staff,2001-09-26,9999-01-01
269171,Staff,1995-09-27,2001-09-26
269172,Staff,1999-01-08,9999-01-01
269176,Staff,1996-04-13,1996-05-11
269182,Engineer,1994-03-08,1996-11-16
269195,Staff,1999-04-14,9999-01-01
269200,Engineer,1994-04-30,1999-04-30
269200,Senior Engineer,1999-04-30,9999-01-01
269210,Engineer,1994-12-23,1996-12-02
269214,Staff,1999-10-21,9999-01-01
269255,Senior Engineer,1999-09-01,9999-01-01
269257,Staff,1996-04-10,9999-01-01
269262,Engineer,1994-02-22,2002-02-22
269262,Senior Engineer,2002-02-22,9999-01-01
269263,Staff,1996-10-30,9999-01-01
269283,Senior Engineer,1999-08-22,9999-01-01
269291,Staff,1997-09-30,9999-01-01
269311,Engineer,1995-09-28,2001-09-27
269311,Senior Engineer,2001-09-27,9999-01-01
269313,Engineer,1995-05-07,9999-01-01
269317,Staff,1998-03-06,1998-06-06
269333,Engineer,1996-07-18,9999-01-01
269339,Staff,1994-06-02,2001-06-27
269343,Engineer,1999-09-09,9999-01-01
269345,Engineer,1994-01-14,9999-01-01
269348,Technique Leader,1997-08-31,9999-01-01
269358,Staff,1999-03-28,9999-01-01
269360,Engineer,2000-01-12,9999-01-01
269365,Engineer,1997-08-13,1998-03-09
269371,Staff,1995-08-03,9999-01-01
269382,Staff,1998-03-01,2000-01-30
269387,Engineer,1996-05-27,1996-10-25
269390,Engineer,1998-06-28,9999-01-01
269406,Engineer,1998-04-25,1999-06-05
269413,Senior Staff,1998-12-28,9999-01-01
269428,Senior Engineer,1996-04-04,9999-01-01
269431,Senior Staff,1994-09-04,9999-01-01
269434,Senior Engineer,1996-09-23,9999-01-01
269440,Engineer,1997-02-02,9999-01-01
269450,Technique Leader,1999-03-23,9999-01-01
269467,Senior Engineer,1997-03-01,1999-02-27
269474,Engineer,1997-07-25,2000-12-09
269477,Staff,1998-06-24,9999-01-01
269486,Technique Leader,1994-01-22,9999-01-01
269488,Senior Engineer,1996-06-23,1998-01-28
269492,Engineer,1999-04-30,9999-01-01
269495,Senior Staff,1995-06-08,9999-01-01
269513,Senior Staff,1994-11-25,9999-01-01
269525,Engineer,1997-08-28,9999-01-01
269530,Senior Staff,2002-06-01,9999-01-01
269530,Staff,1996-06-01,2002-06-01
269535,Senior Engineer,1994-06-28,9999-01-01
269545,Staff,1997-12-01,9999-01-01
269550,Engineer,1998-04-17,9999-01-01
269557,Senior Engineer,1994-07-05,9999-01-01
269560,Staff,1998-02-20,2000-04-05
269563,Staff,1999-09-06,9999-01-01
269564,Senior Staff,2002-04-16,9999-01-01
269564,Staff,1994-04-16,2002-04-16
269568,Staff,1996-01-28,1999-08-10
269575,Engineer,1998-08-11,9999-01-01
269580,Senior Staff,2001-03-13,9999-01-01
269580,Staff,1996-03-13,2001-03-13
269595,Engineer,1995-05-22,2002-05-22
269595,Senior Engineer,2002-05-22,9999-01-01
269597,Senior Engineer,1996-09-14,9999-01-01
269605,Staff,1996-12-20,1998-06-12
269608,Staff,1999-09-28,9999-01-01
269609,Engineer,1996-07-22,1996-07-29
269621,Engineer,1994-05-14,2001-05-14
269621,Senior Engineer,2001-05-14,9999-01-01
269628,Senior Staff,1995-08-16,9999-01-01
269639,Engineer,1997-07-18,9999-01-01
269646,Senior Staff,2001-01-22,9999-01-01
269646,Staff,1995-01-23,2001-01-22
269651,Engineer,1996-03-24,9999-01-01
269652,Staff,1995-11-14,9999-01-01
269654,Engineer,1997-10-12,9999-01-01
269658,Engineer,1997-05-04,9999-01-01
269659,Senior Staff,1995-12-15,9999-01-01
269670,Engineer,1996-10-06,9999-01-01
269682,Senior Engineer,1995-06-12,2002-03-12
269685,Engineer,1998-11-19,9999-01-01
269693,Senior Staff,1997-01-28,9999-01-01
269694,Staff,1998-05-10,2000-07-23
269699,Engineer,1997-09-11,9999-01-01
