employee_id,department_id,from_date,to_date
246650,d002,1998-10-16,9999-01-01
246662,d008,1997-04-01,9999-01-01
246665,d003,1998-06-18,9999-01-01
246735,d006,1996-11-16,1998-02-26
246740,d009,1999-12-09,9999-01-01
246744,d004,1998-10-01,9999-01-01
246745,d003,1999-01-14,9999-01-01
246760,d001,1997-07-11,2000-09-16
246761,d007,1998-05-13,9999-01-01
246790,d002,1998-01-05,9999-01-01
246808,d001,1997-02-14,2001-03-29
246808,d007,2001-03-29,9999-01-01
246827,d001,1999-11-04,2001-11-25
246827,d009,2001-11-25,9999-01-01
246830,d005,1998-12-07,9999-01-01
246846,d004,1999-12-03,9999-01-01
246868,d002,1997-07-13,9999-01-01
246869,d004,1998-09-04,9999-01-01
246872,d009,1997-05-14,9999-01-01
246884,d008,1997-01-22,9999-01-01
246896,d004,1999-10-15,9999-01-01
246916,d005,1998-05-01,9999-01-01
246925,d002,1998-04-04,9999-01-01
246940,d003,1999-10-18,2001-11-11
246961,d003,1998-07-03,9999-01-01
246965,d004,1998-08-23,9999-01-01
246985,d004,1997-05-26,1998-05-12
246985,d006,1998-05-12,1999-05-26
246987,d007,1998-11-06,9999-01-01
247031,d007,1997-01-10,2000-02-21
247031,d009,2000-02-21,9999-01-01
247043,d005,1999-02-17,9999-01-01
247068,d009,1998-03-31,2002-06-29
247092,d007,1999-07-18,9999-01-01
247098,d004,1999-10-25,9999-01-01
247102,d004,1999-02-14,9999-01-01
247180,d004,1997-08-17,9999-01-01
247182,d004,1999-12-22,9999-01-01
247196,d002,1997-11-02,9999-01-01
247221,d005,2001-06-22,2001-07-14
247221,d006,1999-08-11,2001-06-22
247251,d005,1997-12-10,9999-01-01
247278,d007,1997-06-25,9999-01-01
247348,d007,1999-01-30,9999-01-01
247373,d005,1999-09-13,9999-01-01
247394,d005,1998-02-13,9999-01-01
247396,d004,1997-04-24,9999-01-01
247415,d004,1998-07-23,9999-01-01
247433,d005,1998-02-09,9999-01-01
247440,d004,1999-01-16,9999-01-01
247441,d008,1997-08-22,9999-01-01
247445,d002,1998-12-16,9999-01-01
247539,d004,1998-10-07,9999-01-01
247573,d004,1999-07-09,9999-01-01
247579,d004,1997-06-03,9999-01-01
247598,d008,1999-01-18,9999-01-01
247604,d001,1997-01-11,9999-01-01
247614,d007,1998-02-18,9999-01-01
247636,d002,1997-08-04,9999-01-01
247658,d003,1998-07-23,9999-01-01
247662,d005,1998-08-30,9999-01-01
247662,d009,1997-07-18,1998-08-30
247683,d007,1999-11-14,9999-01-01
247705,d005,1996-09-27,9999-01-01
247716,d005,1998-09-23,1999-10-24
247718,d003,1998-08-16,2000-02-27
247746,d008,1999-12-12,9999-01-01
247755,d008,1999-01-25,9999-01-01
247759,d008,1998-06-01,1999-09-04
247792,d004,1999-01-02,9999-01-01
247800,d007,1997-09-03,1998-08-28
247832,d007,1996-09-16,9999-01-01
247844,d004,1996-11-22,9999-01-01
247870,d004,1999-01-23,9999-01-01
247885,d002,1999-06-19,9999-01-01
247904,d005,1998-11-05,9999-01-01
247921,d005,1996-08-02,9999-01-01
247983,d002,1998-01-03,2001-04-13
247986,d007,1998-06-15,9999-01-01
247995,d004,1997-01-17,9999-01-01
248077,d007,1997-11-17,9999-01-01
248086,d005,1998-10-19,9999-01-01
248107,d002,1997-03-31,9999-01-01
248108,d005,1997-09-15,2000-09-20
248151,d005,1996-12-14,1999-09-06
248164,d002,2000-01-23,2000-01-27
248169,d005,1998-11-18,9999-01-01
248174,d008,1997-10-08,2002-04-12
248188,d005,1996-12-24,9999-01-01
248236,d009,1999-01-03,9999-01-01
248241,d001,2000-01-15,2001-07-04
248256,d007,1996-08-29,9999-01-01
248265,d005,1999-09-22,2001-02-15
248271,d005,1998-10-10,2001-10-07
248271,d008,2001-10-07,9999-01-01
248286,d004,1999-03-29,9999-01-01
248294,d006,1999-10-18,2001-04-05
248308,d004,1998-07-04,9999-01-01
248317,d004,1997-03-01,9999-01-01
248329,d008,1999-02-18,9999-01-01
248343,d004,1998-04-28,9999-01-01
248394,d001,1997-10-29,9999-01-01
248400,d005,1998-03-16,9999-01-01
248425,d005,1998-07-10,9999-01-01
248446,d005,1997-05-17,9999-01-01
248455,d005,1997-07-08,1998-12-19
248464,d004,2000-01-16,9999-01-01
248464,d006,1998-05-22,2000-01-16
248509,d001,1999-05-17,9999-01-01
248520,d007,1998-08-04,9999-01-01
248564,d005,1998-05-22,9999-01-01
248594,d007,1997-05-19,9999-01-01
248623,d005,2000-07-17,9999-01-01
248623,d008,1996-10-12,2000-07-17
248654,d001,1999-09-22,9999-01-01
248658,d001,1997-03-05,9999-01-01
248672,d003,1998-06-10,9999-01-01
248673,d004,1996-12-30,2001-01-21
248685,d004,1998-12-24,9999-01-01
248690,d004,1999-03-07,9999-01-01
248711,d005,1999-08-27,9999-01-01
248747,d009,1998-06-09,9999-01-01
248774,d006,1997-07-11,9999-01-01
248776,d005,1998-10-23,9999-01-01
248776,d006,1997-01-29,1998-10-23
248790,d005,1999-07-12,9999-01-01
248808,d007,1999-04-28,9999-01-01
248848,d005,1998-02-16,9999-01-01
248884,d008,1998-07-02,1999-01-02
248918,d005,1997-05-30,2001-09-15
248920,d005,1998-01-26,2001-10-08
248920,d008,2001-10-08,9999-01-01
248922,d002,1998-03-09,9999-01-01
248958,d006,1999-04-22,9999-01-01
248966,d005,1996-12-07,9999-01-01
248972,d001,1996-10-28,9999-01-01
249020,d009,1997-10-24,2000-11-28
249027,d005,1996-09-25,9999-01-01
249029,d009,1996-08-09,9999-01-01
249065,d004,1997-06-15,2000-11-24
249089,d004,1998-12-20,9999-01-01
249112,d004,1998-11-12,2000-01-30
249115,d009,1999-07-27,9999-01-01
249119,d005,1998-01-25,9999-01-01
249124,d003,1999-04-24,9999-01-01
249126,d008,1998-12-29,9999-01-01
249201,d007,1999-12-04,9999-01-01
249204,d004,1997-02-06,1998-05-28
249257,d003,1997-10-04,9999-01-01
249260,d001,1996-11-29,9999-01-01
249266,d003,1998-01-20,9999-01-01
249271,d004,1997-03-02,9999-01-01
249284,d007,1997-02-08,9999-01-01
249298,d004,1999-07-26,9999-01-01
249305,d002,1998-02-23,9999-01-01
249372,d007,1997-09-01,9999-01-01
249421,d006,1998-01-15,9999-01-01
249470,d004,1996-08-27,9999-01-01
249522,d005,1998-09-15,9999-01-01
249533,d004,1999-08-12,9999-01-01
249533,d005,1997-01-29,1999-08-12
249550,d004,1997-10-15,9999-01-01
249551,d009,1999-08-04,9999-01-01
249565,d004,1997-07-17,9999-01-01
249614,d005,1999-08-06,2002-05-03
249614,d008,2002-05-03,9999-01-01
249618,d004,1999-08-01,1999-09-19
249620,d007,1996-07-13,9999-01-01
249633,d005,2001-06-20,9999-01-01
249633,d006,1997-04-17,2001-06-20
249634,d005,1999-11-06,2001-01-30
249648,d005,1998-05-25,9999-01-01
249658,d005,1998-06-10,1999-12-04
249688,d001,1999-07-04,9999-01-01
249692,d004,1998-07-06,1999-06-26
249692,d006,1999-06-26,9999-01-01
249703,d002,1998-02-22,1998-04-02
249703,d003,1998-01-17,1998-02-22
249770,d008,1999-07-30,9999-01-01
249792,d004,1999-08-09,9999-01-01
249798,d007,1997-11-18,9999-01-01
249810,d004,1998-05-19,2002-04-04
249814,d005,1997-06-29,9999-01-01
249854,d001,1998-06-14,1999-11-08
249854,d009,1999-11-08,9999-01-01
249872,d007,1999-11-03,9999-01-01
249876,d005,2000-01-24,9999-01-01
249876,d006,1998-07-31,2000-01-24
249892,d001,1998-08-13,2001-04-16
249895,d007,1998-05-17,1998-08-14
249908,d004,1998-03-22,1998-08-21
249914,d005,1999-03-28,9999-01-01
249918,d006,1996-12-29,9999-01-01
249928,d005,1998-12-01,9999-01-01
249964,d006,1998-06-03,9999-01-01
249970,d004,1999-07-05,9999-01-01
250010,d009,1998-07-27,9999-01-01
250012,d002,1998-06-02,2001-09-04
250018,d004,1998-06-19,2000-07-28
250018,d006,2000-07-28,9999-01-01
250025,d002,1999-12-06,9999-01-01
250035,d004,2001-12-26,9999-01-01
250035,d005,1999-11-02,2001-12-26
250041,d007,1997-05-15,9999-01-01
250044,d005,1998-07-18,1999-06-21
250044,d008,1999-06-21,9999-01-01
250065,d002,1999-09-19,9999-01-01
250067,d005,1999-04-09,9999-01-01
250087,d005,1999-06-29,9999-01-01
250116,d007,1997-07-02,1999-03-17
250116,d009,1999-03-17,9999-01-01
250126,d008,1998-01-24,9999-01-01
250172,d009,1999-09-23,9999-01-01
250190,d005,1999-07-28,9999-01-01
250197,d007,1999-05-10,9999-01-01
250215,d003,1998-12-21,9999-01-01
250220,d007,1996-07-07,1998-07-19
250229,d004,1999-05-09,9999-01-01
250239,d005,1997-01-12,9999-01-01
250240,d004,1996-07-31,9999-01-01
250251,d005,1998-11-23,2000-09-19
250258,d004,1998-04-13,9999-01-01
250286,d001,1996-09-13,1997-03-05
250286,d007,1997-03-05,1997-03-16
250314,d004,1998-09-20,9999-01-01
250320,d001,1998-08-16,9999-01-01
250361,d003,1997-12-03,2002-07-10
250372,d004,1997-08-24,9999-01-01
250414,d009,1997-05-06,9999-01-01
250452,d005,2000-01-17,9999-01-01
250453,d004,1998-04-15,9999-01-01
250455,d005,1998-12-17,9999-01-01
250457,d001,1997-07-08,2001-04-11
250466,d001,1998-01-29,9999-01-01
250468,d007,1998-12-17,2000-09-04
250475,d001,1999-12-11,9999-01-01
250502,d005,2000-01-05,9999-01-01
250506,d004,1998-12-09,2000-10-13
250512,d005,1997-02-21,9999-01-01
250514,d009,1997-12-13,9999-01-01
250553,d007,1998-02-15,9999-01-01
250576,d003,1999-04-04,9999-01-01
250596,d009,1999-07-15,9999-01-01
250635,d002,1998-01-24,2000-05-09
250654,d008,1997-08-10,2001-06-19
250665,d005,1998-08-09,9999-01-01
250693,d005,1998-12-25,9999-01-01
250698,d004,1999-06-16,9999-01-01
250706,d006,1998-12-07,9999-01-01
250720,d005,1999-02-23,9999-01-01
250723,d005,1998-02-11,9999-01-01
250734,d005,1998-10-30,9999-01-01
250744,d004,1998-07-03,2000-06-14
250753,d004,1996-10-02,9999-01-01
250756,d004,1998-06-27,2001-05-28
250758,d005,1999-12-29,9999-01-01
250777,d007,1999-01-30,9999-01-01
250781,d004,1997-05-05,1998-01-12
250781,d006,1998-01-12,9999-01-01
250798,d004,1999-08-29,9999-01-01
250831,d005,1999-09-27,9999-01-01
250855,d004,1996-10-18,9999-01-01
250863,d005,1998-07-16,9999-01-01
250877,d004,1997-02-15,9999-01-01
250907,d004,1998-05-07,2000-09-20
250907,d009,2000-09-20,9999-01-01
250920,d009,1999-01-28,9999-01-01
250927,d005,1996-07-31,9999-01-01
250953,d007,1998-12-06,2001-05-29
250955,d001,1996-09-30,1999-07-13
250955,d009,1999-07-13,2000-02-02
250972,d004,1996-11-15,9999-01-01
251011,d009,1998-03-08,9999-01-01
251122,d004,1999-04-06,9999-01-01
251175,d008,1999-11-19,2000-05-04
251181,d007,1998-01-31,9999-01-01
251189,d008,1997-09-26,9999-01-01
251224,d005,2000-01-18,9999-01-01
251227,d002,1998-01-03,2000-06-15
251241,d001,1996-10-30,9999-01-01
251260,d002,1998-04-21,1999-09-07
251260,d007,1999-09-07,9999-01-01
251277,d004,1999-12-21,9999-01-01
251283,d004,1999-10-10,9999-01-01
251289,d005,1998-12-05,2001-06-17
251297,d004,1998-10-24,9999-01-01
251335,d004,1996-10-21,1998-08-15
251337,d004,1997-01-20,9999-01-01
251355,d005,1998-03-22,9999-01-01
251366,d005,1999-12-03,2000-01-19
251381,d004,1999-03-16,9999-01-01
251387,d004,1997-07-17,9999-01-01
251394,d001,1999-02-06,9999-01-01
251403,d005,1997-11-19,9999-01-01
251408,d007,1997-06-23,9999-01-01
251444,d009,1997-03-01,9999-01-01
251453,d007,1997-02-08,2002-05-30
251463,d004,1998-06-15,9999-01-01
251492,d008,1996-12-22,9999-01-01
251517,d003,1998-03-13,9999-01-01
251551,d005,1998-09-17,9999-01-01
251616,d002,1996-12-29,9999-01-01
251624,d003,1997-09-27,9999-01-01
251643,d004,1996-10-22,9999-01-01
251726,d005,2001-05-29,9999-01-01
251726,d009,1997-05-18,2001-05-29
251729,d005,2000-01-20,9999-01-01
251749,d004,1997-11-17,9999-01-01
251766,d004,1998-09-26,9999-01-01
251841,d005,1996-10-09,9999-01-01
251842,d005,1997-09-01,9999-01-01
251843,d005,1998-08-26,9999-01-01
251873,d006,1997-01-22,9999-01-01
251900,d006,1997-02-15,1998-07-07
251906,d002,1999-05-17,9999-01-01
251919,d007,1997-01-04,9999-01-01
251949,d005,1998-11-21,9999-01-01
251967,d004,1999-07-23,2000-07-11
251969,d002,1999-07-18,2001-07-29
251982,d004,1998-08-10,9999-01-01
251983,d007,1999-02-07,9999-01-01
251989,d005,1998-11-15,9999-01-01
251992,d001,1999-10-10,9999-01-01
252039,d005,2000-01-18,9999-01-01
252046,d007,1997-10-14,9999-01-01
252053,d005,1997-10-29,2000-04-24
252072,d004,1997-02-01,2001-12-08
252072,d009,2001-12-08,9999-01-01
252080,d004,1997-07-06,1998-10-13
252080,d008,1997-03-28,1997-07-06
252100,d003,1998-07-30,9999-01-01
252106,d005,1999-02-07,9999-01-01
252122,d005,1998-06-07,9999-01-01
252134,d005,1999-02-15,1999-10-28
252149,d003,1996-10-24,9999-01-01
252176,d004,1996-09-13,1997-11-13
252178,d006,1996-10-27,9999-01-01
252200,d001,1998-06-17,9999-01-01
252203,d001,2001-09-30,9999-01-01
252203,d007,1997-03-19,2001-09-30
252212,d004,1999-05-19,1999-05-20
252212,d006,1999-04-25,1999-05-19
252218,d005,1998-09-22,9999-01-01
252242,d009,1998-01-05,9999-01-01
252254,d004,1999-05-12,9999-01-01
252297,d005,1998-09-08,9999-01-01
252300,d005,1999-02-08,9999-01-01
252343,d007,1997-02-08,9999-01-01
252344,d009,1999-10-10,9999-01-01
252402,d004,1997-06-20,9999-01-01
252414,d001,1998-05-30,9999-01-01
252420,d005,1996-08-16,9999-01-01
252430,d003,1997-04-20,9999-01-01
252434,d004,1996-07-06,9999-01-01
252449,d003,1996-08-06,9999-01-01
252451,d005,1998-11-10,1999-12-10
252454,d004,1997-03-21,9999-01-01
252454,d009,1996-08-05,1997-03-21
252471,d004,1998-10-24,9999-01-01
252487,d007,1998-10-06,9999-01-01
252492,d007,1999-06-25,9999-01-01
252498,d004,1997-09-26,9999-01-01
252506,d004,1998-01-11,9999-01-01
252530,d004,1997-03-18,9999-01-01
252569,d006,1997-06-21,9999-01-01
252571,d009,1997-06-07,9999-01-01
252602,d004,1997-02-26,9999-01-01
252617,d003,1997-02-19,9999-01-01
252625,d005,1998-05-18,9999-01-01
252632,d005,1996-07-23,9999-01-01
252639,d004,1996-12-28,2000-05-28
252654,d005,1998-03-19,9999-01-01
252656,d009,1999-10-28,9999-01-01
252657,d008,1999-07-02,9999-01-01
252727,d006,1996-08-28,9999-01-01
252756,d003,1997-06-13,9999-01-01
252760,d004,1997-06-11,2000-09-03
252760,d009,2000-09-03,2001-01-16
252823,d005,1999-05-25,9999-01-01
252847,d004,1997-11-23,9999-01-01
252855,d006,1997-02-05,9999-01-01
252858,d006,1996-11-25,9999-01-01
252882,d004,1997-02-26,9999-01-01
252903,d005,1997-12-13,9999-01-01
252906,d005,1999-11-12,9999-01-01
252910,d005,1998-10-14,9999-01-01
252930,d004,1997-11-13,9999-01-01
252943,d002,1999-08-21,9999-01-01
252972,d004,1997-11-17,9999-01-01
252995,d004,2001-12-05,9999-01-01
252995,d005,1999-01-18,2001-12-05
252996,d009,1999-06-05,9999-01-01
253018,d005,1997-06-21,9999-01-01
253020,d005,1999-08-27,9999-01-01
253038,d004,1998-09-05,9999-01-01
253076,d005,1996-07-18,9999-01-01
253083,d004,1996-08-06,9999-01-01
253087,d008,1997-10-13,2001-10-09
253092,d005,1996-11-30,1998-03-11
253107,d006,1998-04-04,9999-01-01
253108,d009,1998-07-22,9999-01-01
253150,d005,1997-07-11,9999-01-01
253164,d004,1999-03-06,1999-08-31
253175,d008,1996-07-09,9999-01-01
253203,d004,1997-03-12,9999-01-01
253242,d006,1998-06-05,2001-04-28
253257,d004,1997-04-10,9999-01-01
253267,d004,1996-11-11,9999-01-01
253271,d008,1999-10-11,9999-01-01
253278,d007,1998-12-22,9999-01-01
253280,d003,1998-09-24,9999-01-01
253282,d008,1998-08-14,9999-01-01
253299,d004,1997-09-08,1998-07-22
253305,d004,1998-04-08,9999-01-01
253344,d003,1999-03-05,9999-01-01
253350,d004,1997-04-03,9999-01-01
253365,d007,1997-07-06,9999-01-01
253380,d007,1999-08-24,9999-01-01
253382,d007,1997-07-02,9999-01-01
253412,d004,1999-02-21,9999-01-01
253450,d002,1997-11-24,2001-06-17
253458,d005,1998-04-29,9999-01-01
253466,d005,1997-04-16,9999-01-01
253479,d001,1997-05-24,9999-01-01
253497,d006,1999-06-21,9999-01-01
253504,d005,1998-08-27,9999-01-01
253506,d003,1998-08-19,1999-11-03
253520,d005,1999-07-21,9999-01-01
253523,d002,1997-01-17,9999-01-01
253528,d001,2000-04-19,9999-01-01
253528,d007,1997-09-14,2000-04-19
253560,d008,1998-08-25,9999-01-01
253564,d005,1999-09-18,9999-01-01
253575,d001,1996-07-30,9999-01-01
253577,d005,1996-10-11,9999-01-01
253587,d005,1997-12-13,9999-01-01
253589,d007,1997-08-30,2002-01-22
253620,d009,1997-09-28,9999-01-01
253631,d004,1999-01-26,2000-06-17
253631,d009,2000-06-17,9999-01-01
253640,d005,2000-12-17,9999-01-01
253640,d009,1999-06-05,2000-12-17
253669,d007,1997-11-28,2001-04-20
253669,d009,2001-04-20,9999-01-01
253671,d005,1998-03-01,1999-04-22
253674,d004,1998-11-15,9999-01-01
253681,d004,1999-09-22,9999-01-01
253691,d004,1997-11-16,9999-01-01
253698,d005,1997-01-04,9999-01-01
253708,d001,1996-07-26,9999-01-01
253737,d004,1996-09-14,1997-07-18
253743,d005,1996-09-25,9999-01-01
253759,d009,1999-11-19,9999-01-01
253795,d002,1998-09-06,9999-01-01
253799,d004,1997-07-18,2000-05-11
253812,d003,2000-01-13,2001-11-28
253822,d007,1996-10-14,9999-01-01
253835,d005,1999-02-13,9999-01-01
253849,d003,1996-12-12,9999-01-01
253899,d005,1997-03-31,9999-01-01
253900,d005,1997-05-10,9999-01-01
253912,d008,1999-11-29,9999-01-01
253957,d004,1997-12-21,9999-01-01
253974,d003,1998-06-28,1998-08-14
253983,d007,1996-12-05,2002-03-19
253993,d008,1997-08-20,9999-01-01
253999,d007,1998-11-14,9999-01-01
254029,d005,1997-01-20,2000-04-01
254050,d008,1997-10-07,9999-01-01
254055,d006,1998-01-18,2002-01-29
254061,d005,1998-10-10,9999-01-01
254066,d004,2000-09-03,9999-01-01
254066,d008,1999-10-10,2000-09-03
254068,d005,1999-03-26,9999-01-01
254104,d005,1998-05-04,9999-01-01
254118,d009,1998-07-01,9999-01-01
254154,d004,1997-11-24,9999-01-01
254162,d007,1999-02-09,9999-01-01
254181,d005,1998-08-19,9999-01-01
254184,d005,1998-01-25,9999-01-01
254200,d005,1997-12-29,9999-01-01
254285,d001,2000-01-16,9999-01-01
254296,d004,1997-12-07,9999-01-01
254318,d003,1996-09-06,9999-01-01
254320,d008,1996-12-19,9999-01-01
254340,d005,1998-03-13,2001-01-31
254342,d003,1997-05-22,9999-01-01
254389,d003,1998-09-27,9999-01-01
254390,d005,1998-01-08,9999-01-01
254397,d005,1998-12-27,9999-01-01
254411,d005,1998-09-30,9999-01-01
254438,d004,1997-11-22,9999-01-01
254447,d003,1998-02-14,1999-05-26
254458,d004,1998-05-06,9999-01-01
254465,d005,1999-12-20,9999-01-01
254478,d006,1999-10-05,9999-01-01
254487,d007,1999-09-11,9999-01-01
254536,d005,1997-02-16,9999-01-01
254553,d009,1996-10-17,9999-01-01
254555,d003,1999-01-25,9999-01-01
254588,d005,1998-12-23,9999-01-01
254603,d004,1998-10-21,9999-01-01
254624,d002,1997-04-08,9999-01-01
254641,d005,1999-11-14,9999-01-01
254657,d004,1996-09-07,9999-01-01
254662,d005,1998-07-01,9999-01-01
254690,d007,1997-03-07,2000-09-02
254690,d009,2000-09-02,9999-01-01
254696,d004,1997-09-10,9999-01-01
254722,d005,1999-10-29,9999-01-01
254732,d005,1996-11-24,9999-01-01
254738,d001,1999-02-12,9999-01-01
254783,d005,1997-03-20,1997-09-02
254813,d002,1996-11-23,9999-01-01
254815,d002,1998-07-14,1998-12-23
254815,d003,1998-12-23,9999-01-01
254830,d003,1999-03-15,9999-01-01
254848,d004,1996-07-27,9999-01-01
254898,d004,1998-11-19,9999-01-01
254899,d004,1998-04-21,9999-01-01
254901,d007,1997-02-18,1997-06-15
254911,d007,1999-06-18,9999-01-01
254915,d007,1996-12-06,9999-01-01
254920,d008,1996-10-01,9999-01-01
254930,d007,2000-02-01,9999-01-01
254937,d002,1997-05-08,1997-12-12
254958,d005,1998-03-10,9999-01-01
254960,d005,1998-12-09,9999-01-01
254964,d005,1996-09-04,2001-11-17
254966,d004,1997-11-15,1998-03-26
255015,d004,1998-10-29,9999-01-01
255037,d007,1998-07-07,1999-03-09
255041,d002,2000-01-07,9999-01-01
255058,d004,1997-05-06,2001-05-15
255070,d007,1999-10-26,9999-01-01
255081,d007,1997-03-10,9999-01-01
255082,d005,1999-04-04,9999-01-01
255083,d004,1996-12-28,9999-01-01
255089,d001,1998-12-12,9999-01-01
255091,d004,1998-02-02,9999-01-01
255111,d005,1996-10-10,9999-01-01
255117,d007,1997-02-22,2002-01-22
255117,d009,2002-01-22,9999-01-01
255128,d004,1996-08-26,1998-07-07
255128,d006,1998-07-07,9999-01-01
255139,d001,1997-03-22,9999-01-01
255162,d004,1999-02-02,9999-01-01
255195,d004,2000-04-17,9999-01-01
255195,d009,1996-08-16,2000-04-17
255221,d007,1999-02-17,2001-04-13
255227,d004,1998-02-20,9999-01-01
255233,d008,1998-07-04,9999-01-01
255237,d007,1999-07-10,9999-01-01
255289,d005,1997-02-09,9999-01-01
255290,d009,1996-07-10,9999-01-01
255295,d004,1998-04-16,2000-03-22
255323,d005,1997-06-26,9999-01-01
255335,d007,1997-01-08,9999-01-01
255343,d004,1998-09-14,2001-05-11
255369,d007,1998-04-02,9999-01-01
255380,d005,1998-07-29,9999-01-01
255410,d005,1997-03-22,1998-08-20
255413,d005,1997-07-12,9999-01-01
255435,d001,1998-01-19,2001-03-03
255435,d007,2001-03-03,2001-04-20
255452,d004,1999-05-06,1999-12-29
255452,d009,1998-10-10,1999-05-06
255453,d003,1996-10-04,9999-01-01
255460,d005,1996-07-21,9999-01-01
255482,d004,1996-09-05,9999-01-01
255509,d007,1999-02-09,9999-01-01
255510,d005,1998-12-17,9999-01-01
255555,d004,1996-11-19,1998-06-06
255560,d004,1997-03-18,9999-01-01
255565,d003,1998-11-14,9999-01-01
255572,d007,1999-10-26,2002-03-02
255584,d007,1998-10-23,9999-01-01
255587,d007,1999-09-10,9999-01-01
255606,d007,1997-12-22,9999-01-01
255622,d004,1998-03-22,1999-02-26
255622,d006,1999-02-26,9999-01-01
255635,d005,1999-02-27,9999-01-01
255638,d007,1998-01-30,9999-01-01
255648,d001,1999-07-16,2001-01-08
255661,d001,2000-03-08,9999-01-01
255661,d003,1999-04-21,2000-03-08
255683,d005,1999-07-04,1999-10-01
255685,d004,1996-08-31,1997-08-05
255695,d005,1997-10-17,9999-01-01
255699,d005,1999-03-13,1999-11-10
255700,d007,1997-01-25,9999-01-01
255716,d001,1997-03-16,9999-01-01
255728,d007,1997-06-16,2000-05-12
255728,d009,2000-05-12,9999-01-01
255731,d004,1997-06-29,9999-01-01
255759,d007,1997-04-14,9999-01-01
255762,d003,1996-11-14,9999-01-01
255767,d005,1998-02-26,2001-11-09
255793,d004,1997-03-14,1997-03-24
255820,d004,1999-03-04,9999-01-01
255853,d004,1996-11-13,9999-01-01
255878,d005,1997-06-21,1998-09-24
255890,d007,1996-11-17,9999-01-01
255930,d007,1998-05-11,9999-01-01
255938,d005,1996-08-07,9999-01-01
255959,d004,1997-05-27,9999-01-01
255960,d004,1996-08-08,2000-01-15
255960,d006,2000-01-15,9999-01-01
255970,d008,1998-06-11,9999-01-01
255996,d002,1997-02-04,9999-01-01
256003,d009,1996-10-27,1997-03-02
256010,d004,1999-05-22,9999-01-01
256016,d002,1997-08-28,9999-01-01
256017,d005,1998-08-10,9999-01-01
256021,d007,1997-07-08,9999-01-01
256040,d007,1996-09-06,9999-01-01
256044,d007,1999-03-07,9999-01-01
256084,d003,1997-01-16,9999-01-01
256088,d002,1997-06-30,2000-09-19
256088,d003,2000-09-19,9999-01-01
256101,d007,1998-02-14,9999-01-01
256107,d001,1997-11-17,9999-01-01
256114,d005,1997-10-19,9999-01-01
256160,d001,1996-11-09,9999-01-01
256188,d004,1996-10-13,9999-01-01
256201,d001,1996-08-22,1999-12-12
256201,d009,1999-12-12,9999-01-01
256208,d009,1998-07-16,9999-01-01
256210,d007,1996-09-21,2001-05-03
256210,d009,2001-05-03,9999-01-01
256218,d005,1999-01-04,1999-12-23
256220,d004,1999-06-15,2000-04-28
256220,d006,2000-04-28,9999-01-01
256226,d004,1999-08-01,9999-01-01
256230,d004,1998-12-28,1999-04-17
256230,d006,1999-04-17,2000-03-10
256247,d009,1997-02-19,9999-01-01
256261,d005,1999-05-21,2001-10-06
256270,d006,1997-12-04,2001-11-11
256285,d002,1997-06-05,9999-01-01
256309,d008,1996-09-04,9999-01-01
256351,d007,1999-09-08,2000-02-14
256377,d004,1998-07-28,9999-01-01
256379,d009,1999-02-07,9999-01-01
256395,d004,1997-03-24,9999-01-01
256412,d006,1998-02-22,9999-01-01
256415,d008,1997-03-19,9999-01-01
256421,d003,1999-08-12,9999-01-01
256436,d009,1999-03-31,9999-01-01
256452,d005,1997-02-11,9999-01-01
256482,d005,1996-08-17,9999-01-01
256483,d006,1998-01-27,9999-01-01
256537,d005,1997-09-07,1998-07-26
256537,d008,1998-07-26,2001-03-26
256540,d004,1998-04-05,9999-01-01
256549,d004,1999-03-19,2001-06-26
256579,d004,1997-11-02,9999-01-01
256593,d007,1997-09-28,9999-01-01
256618,d005,1998-01-24,9999-01-01
256628,d005,1997-08-18,9999-01-01
256659,d005,1999-04-24,9999-01-01
256711,d004,1998-07-27,2000-11-02
256712,d007,1999-01-19,9999-01-01
256729,d005,1999-08-04,9999-01-01
256730,d005,2000-01-22,2001-06-07
256733,d004,1997-12-08,9999-01-01
256756,d004,1999-11-27,9999-01-01
256802,d005,1998-03-30,2000-04-25
256802,d008,2000-04-25,9999-01-01
256804,d005,1999-05-28,9999-01-01
256809,d007,1997-07-04,2002-07-13
256814,d004,1998-10-09,2001-06-05
256820,d009,1999-10-17,2000-05-01
256848,d002,1999-12-27,2000-01-12
256848,d003,2000-01-12,2000-03-20
256861,d005,1998-08-25,2001-03-10
256882,d004,1998-04-04,9999-01-01
256883,d004,1997-02-17,9999-01-01
256917,d007,1999-04-05,9999-01-01
256945,d004,1998-06-07,9999-01-01
256948,d002,2000-01-25,9999-01-01
256948,d003,1996-08-27,2000-01-25
256951,d001,1999-02-26,9999-01-01
256952,d007,1996-08-24,9999-01-01
256963,d005,1997-01-14,9999-01-01
256967,d006,1999-08-23,9999-01-01
256971,d003,1998-03-03,9999-01-01
256972,d004,1999-04-09,9999-01-01
256994,d007,2000-01-06,2000-01-12
257013,d004,2000-01-08,9999-01-01
257014,d004,1999-09-28,2000-06-12
257014,d006,2000-06-12,2001-05-24
257066,d003,1998-01-20,9999-01-01
257070,d004,1999-10-13,2001-05-11
257070,d006,2001-05-11,9999-01-01
257109,d004,1997-08-15,2000-06-23
257119,d005,1997-03-21,9999-01-01
257121,d005,1998-03-27,1999-02-04
257149,d005,1999-05-29,9999-01-01
